Fid, ludb_impl_delay, sfa_fifo_delay
56, 2.971255380207268, 3.4243005278913587
357, 2.5889202600635812, 3.3180922872839194
233, 2.050550181321411, 2.6646019696969696
432, 3.836556408194702, 4.4162768467958085
409, 1.9058458159265972, 3.879103577761075
257, 1.6233518518518517, 1.6233518518518517
75, 2.1108015641457305, 3.4872944362400506
86, 2.86301631558159, 3.0835472042637675
92, 2.6335037868098876, 3.751738459760301
128, 3.0510564529979947, 3.878802668190277
468, 4.13079895683627, 4.556006136014412
440, 2.690119725091643, 4.166918230866315
292, 4.651083800102904, 6.029706325138268
147, 3.031330356564589, 3.6920175732774236
138, 3.980794211693631, 4.9867462464961445
151, 1.8361208747209992, 1.9934765018660412
261, 1.8351044821311326, 1.9359086866167743
78, 3.5638245706629994, 4.145163142780999
228, 2.9875538478780443, 3.1935258859587323
363, 3.6162621847049867, 4.327693778770861
17, 2.9075549213441287, 2.9962244346371736
442, 3.770041788432509, 4.135729610925164
386, 2.6843552786960516, 2.79907675849403
429, 2.6864242852841183, 3.00762894490345
125, 4.246286517452537, 4.675947159214828
254, 3.0177631058023575, 3.442671370780311
14, 3.19965651031568, 3.6385734090121757
89, 1.4384284715623796, 1.5310384265849442
204, 3.236995810133855, 3.5949617846623045
123, 3.2426389842773884, 4.048605260305451
216, 3.5934275985980655, 4.140788704519268
467, 2.098139286331328, 2.211694535455339
457, 2.6007004070528894, 2.754848538584259
72, 1.4384284715623796, 1.5310384265849442
250, 3.9653987905068755, 5.194535856671862
249, 3.0205561423764644, 3.2690188143656242
422, 5.275280823552489, 7.301885727769962
129, 3.6216872095995822, 4.11718006138197
44, 2.199603593396915, 3.0672458289505857
329, 2.128451786331328, 2.275823480638063
167, 4.729186178016496, 6.031386982830284
222, 2.7730091317423358, 3.1811396101654
273, 1.8712659549420767, 2.0264989379492557
19, 3.19965651031568, 3.6385734090121757
53, 3.233214630312675, 3.698649390568864
107, 4.184318886791269, 6.091850349125496
154, 3.80587714534505, 4.551357623437243
325, 2.885456394916156, 3.038440547292842
13, 2.7383019522416396, 3.3847778343414165
20, 3.3459420805736846, 4.024129022092934
150, 2.7264266625139095, 2.957118970188315
416, 2.0994517863313282, 2.2271555269701095
466, 2.801819115046407, 4.415362119173903
158, 2.4469412051303565, 2.8295110409291286
393, 2.665462524829052, 3.3090000816190988
458, 4.801521804434197, 5.755878488722432
131, 2.3434963554546675, 2.455175170198034
348, 3.321363561875363, 3.493806208078306
118, 2.4469412051303565, 2.8295110409291286
388, 2.4477512699727537, 2.5903239482168714
305, 3.6415710495317306, 4.5383156229320285
11, 5.356877770830717, 7.431291560390015
161, 3.1396544682852623, 3.38247004376361
133, 3.306433689641761, 4.13187301299064
127, 0.7, 0.8191891891891891
203, 3.9653987905068755, 5.194535856671862
270, 1.9117697758374264, 2.0847395665701547
184, 2.352430381364467, 2.5417300838833827
284, 4.207550819434788, 4.668727288804878
60, 3.0510564529979947, 3.878802668190277
451, 3.704913943857182, 4.1820851255412945
269, 3.3174561933304996, 3.5582171584915288
339, 2.553525177671863, 2.831301133381721
439, 2.851023119667084, 3.429119041596759
59, 0.7, 0.8383064516129031
463, 3.669389418790599, 5.800979078508734
88, 3.385715547343364, 4.1359646168116555
407, 2.6053703174616656, 2.9101098077509713
265, 1.7362693474552127, 1.7838320567508417
401, 2.7838479928839313, 3.163591702580396
406, 2.5429970051093007, 2.7394768467681256
106, 2.882226326082529, 3.0103095612581696
334, 3.5062929438733725, 3.799255706077689
471, 3.236664900409315, 3.5801138774170718
247, 1.612109301802805, 1.7386661042716083
170, 2.64228170318044, 3.848512176864453
465, 4.964811805513277, 5.866955216446142
172, 3.4183557449860844, 4.550760764130066
323, 4.142582532801332, 4.64556671341565
65, 4.115025480636534, 5.708311590153127
42, 4.081204144134003, 4.840459398664546
459, 2.1593798888923237, 2.309732459971037
387, 4.218468754311279, 5.178009194736613
415, 3.1472354545708883, 4.320188717173849
276, 4.55932236625908, 6.48514624978805
266, 4.031475362745755, 4.909322960482811
242, 2.6053703174616656, 2.9101098077509713
435, 3.4228716032979047, 3.997580012745989
41, 2.679169162031849, 3.3222342445978272
215, 2.752368954868193, 3.232676849485353
262, 2.9405407928408516, 3.2679582243911662
385, 1.7362693474552127, 1.7838320567508417
178, 4.3733266534553294, 5.657693218356631
207, 2.7730091317423358, 3.1811396101654
283, 1.225, 1.225
343, 4.160127896122834, 5.011953463531539
132, 0.7, 0.7594409282700421
358, 1.8351044821311326, 1.9359086866167743
109, 2.888290562480171, 3.4172402537179707
218, 2.1977627984083252, 2.3601062746396604
267, 3.7828499914387033, 4.292745872047855
141, 3.0846515001939583, 3.2203031695499753
287, 2.7033240824907847, 3.7726047633103854
223, 3.4646487799718986, 4.1108725906678645
315, 2.64228170318044, 3.848512176864453
199, 3.1585520105364586, 3.595650799854414
296, 2.500136319728053, 3.556399106504969
446, 1.9058458159265972, 3.879103577761075
299, 1.7687487699979332, 2.277859889303132
43, 3.579170778873341, 4.148061373449361
243, 2.9709343329993088, 3.4471405354971028
140, 2.2873361879223815, 2.399958608249399
368, 3.674789965673273, 5.409807406631258
295, 2.199603593396915, 3.0672458289505857
84, 4.1043955198099065, 5.721660807948163
137, 3.293763554808578, 4.8489760717599335
32, 2.128451786331328, 2.275823480638063
33, 2.3381705620116273, 2.446096171698234
191, 4.651083800102904, 6.029706325138268
163, 4.125660573834288, 4.739301736594605
58, 2.4469412051303565, 2.8295110409291286
330, 2.4301118178369423, 2.9281082175467947
230, 2.388713266213826, 2.8343886817823525
425, 5.114383683940997, 5.779408777346702
434, 2.851023119667084, 3.429119041596759
210, 4.218468754311279, 5.178009194736613
281, 2.104247954868193, 2.636883116473403
304, 2.687735364829052, 3.3687051022555705
164, 3.306433689641761, 4.13187301299064
448, 4.342046890182013, 5.076012990968333
354, 1.7799807725865113, 1.8965868839817939
350, 1.0824164951300408, 1.1889245408881175
177, 2.553525177671863, 2.831301133381721
404, 3.9477233802511993, 6.0036690479185975
279, 2.3316719976914024, 2.635862366819619
