Fid, ludb_impl_delay, sfa_fifo_delay
56, 5.325374790012294, 6.512517500572484
357, 4.5215865365901164, 6.29647536261416
233, 3.1889766597857143, 4.782434159785714
432, 6.63269100565452, 8.272042712695857
409, 2.9918754007480226, 6.944953125305568
257, 2.494878571428572, 2.494878571428572
75, 3.4391844969065932, 6.516908997793269
86, 5.796528871598638, 6.538878837909363
92, 4.847436128190866, 7.507124751807618
128, 5.042400933245862, 6.7383157903772615
468, 7.472566398170358, 8.542277551733505
440, 4.865390012786585, 8.274406842167425
292, 8.464937456034345, 11.270128750803758
147, 5.277355872097765, 6.968456875968433
138, 6.818119318319474, 9.422367624745611
151, 2.9403460399735657, 3.7679992997905885
261, 2.9164798256878512, 3.759941470148167
78, 6.056797762983636, 7.42863758480041
228, 4.984518066550791, 5.952409224209589
363, 6.748524514600989, 8.659120878861527
17, 5.369113415614334, 6.283885874342117
442, 6.848135305529317, 8.164853703437727
386, 4.1784903642857145, 5.059998460285713
429, 4.174962049379121, 5.345353229622033
125, 7.54515178360223, 8.736133993604117
254, 4.982047863683423, 6.573575899941125
14, 6.10527626989629, 7.454573938080312
89, 2.652541334516756, 3.479618330396822
204, 5.7230707691673635, 7.115813233171777
123, 6.14768029852716, 8.236374340256981
216, 6.121555134481775, 7.476608512649131
467, 3.561381161012024, 4.400104672558372
457, 4.062963139900561, 4.962837044947666
72, 2.652541334516756, 3.479618330396822
250, 7.4020523377642, 9.959685669531957
249, 4.986697724507076, 6.074225334303063
422, 9.427919959535101, 13.746652258484843
129, 6.123855662374133, 7.396821959247768
44, 3.77638355019726, 5.8050941713830895
329, 3.6807692855306984, 4.5475784779077655
167, 8.560694990544661, 11.311109945749244
222, 4.7951158538539245, 5.816117963000524
273, 3.889402994991702, 4.8645969324821765
19, 6.10527626989629, 7.454573938080312
53, 5.753320769167364, 7.000312801799232
107, 7.218218215718824, 11.397529151196158
154, 6.661418126187614, 8.389129768856238
325, 5.317015042223978, 6.356859163133173
13, 4.696156291877651, 6.387445162666333
20, 6.310029534589752, 8.212150203414927
150, 5.243004166064761, 6.077474362960359
416, 3.564006428869167, 4.401428143543283
466, 5.227554971252377, 9.034067441713383
158, 4.127879331156747, 5.155337218628679
393, 4.55414099482956, 6.2578750621638335
458, 8.065347161016035, 10.64851854519599
131, 4.164230849043945, 5.023088032268086
348, 5.669278721965823, 6.630159927304511
118, 4.127879331156747, 5.155337218628679
388, 4.232780396483324, 5.1575124599974895
305, 6.317374405737041, 8.494902567579915
11, 9.821221007921794, 14.983938106961418
161, 5.538742170694287, 6.269505119007192
133, 5.668734153570068, 7.5351464787420435
127, 0.99, 1.799256880733945
