Fid, ludb_impl_delay, sfa_fifo_delay
56, 1.7297539568361913, 2.9204330867864394
63, 1.8604730079491256, 2.853432174851592
3, 2.296950853486227, 3.9341388497899157
17, 20.613002913515682, 51.71721145106125
42, 7.517760862808739, 14.663713905570289
144, 6.159131290357376, 7.216632009926293
130, 8.961113057427138, 22.605403535229037
39, 6.955914961786962, 12.552619761461429
145, 4.206342337010831, 7.7231699884605725
80, 5.715329982115205, 9.080940777107314
61, 6.065292306582834, 9.57897300711595
131, 6.9256554988278936, 11.192208223007775
27, 3.66842008017312, 4.624299341242197
83, 9.267844247674374, 14.503557504692562
43, 16.73019381217742, 51.77794135833156
44, 6.419213582857835, 9.230316650056851
14, 7.723003981047807, 17.262546898861768
136, 4.932995791037268, 8.75033990479017
41, 4.175338239497341, 4.686970437807081
16, 4.584915843909382, 5.626526877206739
90, 6.68087873648886, 10.222424841956219
64, 15.096848412717144, 30.505661030977308
48, 10.513725303548473, 17.33464801599183
76, 3.7730974871238177, 4.590882660829784
51, 10.787980567663679, 21.269185205402444
40, 6.917337708855229, 14.309909029013982
18, 8.99713554806888, 20.70455455351879
118, 11.508084817891184, 22.241701468962667
50, 5.222414691972853, 7.744063390617485
77, 11.57597510465742, 22.245429273069934
68, 0.99, 1.7852129817444227
19, 4.990608492495733, 9.036999548699793
82, 11.644214159060542, 23.27794398539998
108, 3.7730974871238177, 4.590882660829784
26, 6.419213582857835, 9.230316650056851
22, 7.80862832723994, 17.141787182789038
102, 7.786110865683977, 14.056095831429406
97, 13.59971768808949, 32.60458540529134
107, 10.591450476085898, 15.296596280793448
29, 12.674420290033932, 30.371899596289303
147, 7.260293930953955, 13.615465325885031
91, 8.289391969452904, 18.101043001183
49, 8.061040876290372, 21.785211391611114
60, 2.141054190274695, 5.195480181429002
67, 7.403824044579047, 12.770719280156314
85, 11.090771664322261, 22.221960567685677
151, 4.017311231231305, 4.6836143164407265
116, 2.5889534889705885, 6.555308180465025
30, 11.372431059108028, 28.320662464932738
71, 10.047867545548677, 21.265663886020707
20, 7.096869240038878, 10.62612744230481
59, 12.708634578309479, 41.20092874011848
105, 0.99, 1.743923076923077
89, 6.065292306582834, 9.57897300711595
66, 4.175338239497341, 4.686970437807081
140, 10.005872916768686, 14.283791628820639
13, 1.063114411764706, 1.7783576669615182
53, 4.766136422380691, 8.024116018575516
55, 1.1880000000000002, 2.7754367527173924
110, 11.644214159060542, 23.27794398539998
28, 12.676016882477603, 31.22120702996975
21, 10.513725303548473, 17.33464801599183
79, 7.517760862808739, 14.663713905570289
0, 4.017311231231305, 4.6836143164407265
2, 5.694636163977976, 17.07428949378465
45, 6.68087873648886, 10.222424841956219
4, 20.99726796119073, 52.85636962686931
5, 5.694636163977976, 17.07428949378465
11, 22.258906520756828, 53.689079311417444
58, 1.063114411764706, 1.7783576669615182
123, 12.321419189227381, 29.335982085601472
81, 5.398149318349343, 12.457837008723013
103, 6.68087873648886, 10.222424841956219
38, 16.73019381217742, 51.77794135833156
111, 7.7988999617869625, 13.293541948961428
33, 12.302722625917033, 25.750302851491575
52, 5.6600453830244035, 11.413769067101393
128, 3.66842008017312, 4.624299341242197
137, 5.195176145802603, 7.147587005398265
135, 5.715329982115205, 9.080940777107314
70, 4.584915843909382, 5.626526877206739
54, 0.99, 1.7852129817444227
34, 11.801276434229495, 18.215342680369293
24, 7.0056134580571, 17.045816375185847
112, 5.694636163977976, 17.07428949378465
125, 1.8604730079491256, 2.853432174851592
148, 5.398149318349343, 12.457837008723013
12, 14.719282330113268, 31.23273930986204
87, 3.6807948388801393, 6.025482574536877
98, 1.7297539568361913, 2.9204330867864394
7, 11.618020330674156, 28.448261673221943
149, 7.804722075753369, 14.429770323103398
75, 5.579029884191687, 8.286413337446787
100, 6.8583366331336935, 11.048840390654401
150, 1.7128539075630251, 2.9707132535137983
72, 7.353268709679537, 13.458174877939687
122, 7.403824044579047, 12.770719280156314
78, 13.819688004972551, 19.825755556485106
47, 3.66842008017312, 4.624299341242197
119, 3.66842008017312, 4.624299341242197
113, 12.302722625917033, 25.750302851491575
23, 12.888359277787526, 50.68149044434536
99, 1.2349400630435925, 1.8877844507986934
124, 6.563528954486958, 20.141164553568387
86, 4.5868577907185095, 5.702619793410095
69, 6.065292306582834, 9.57897300711595
109, 7.972606312255624, 12.064051643222754
95, 11.508084817891184, 22.241701468962667
84, 6.68087873648886, 10.222424841956219
8, 6.137699892974303, 7.165891405072735
35, 7.0056134580571, 17.045816375185847
31, 0.99, 1.7724327731092435
115, 7.330924640342639, 27.553052829540917
106, 2.988703627519593, 6.5892620305477925
1, 20.613002913515682, 51.71721145106125
9, 6.485745782001138, 10.1976238113267
37, 5.579029884191687, 8.286413337446787
133, 7.225640645456477, 12.757919969835632
32, 5.579029884191687, 8.286413337446787
88, 10.513725303548473, 17.33464801599183
6, 11.372431059108028, 28.320662464932738
143, 5.47936008853867, 6.23845784029818
46, 7.517760862808739, 14.663713905570289
74, 7.330924640342639, 27.553052829540917
127, 3.6807948388801393, 6.025482574536877
62, 6.616783240901054, 17.915918922616648
10, 5.692162976431522, 12.325800077424024
134, 15.06921747860383, 32.38771596498265
96, 4.509993404328144, 5.2377961848118915
142, 7.074189553417661, 10.94612989270342
138, 8.600954011736812, 19.70129722072427
25, 2.5889534889705885, 6.555308180465025
146, 11.089134688570304, 22.231749991426703
117, 2.480227160250804, 5.6092465936531
132, 10.194162536406346, 14.462192269248835
94, 7.0056134580571, 17.045816375185847
65, 2.296950853486227, 3.9341388497899157
101, 5.937807162814457, 9.97414172529963
121, 0.99, 1.7852129817444227
126, 13.315504353286784, 33.51104584591657
73, 5.398149318349343, 12.457837008723013
57, 9.472970479864632, 21.934536325841343
114, 12.674420290033932, 30.371899596289303
104, 2.5889534889705885, 6.555308180465025
120, 4.990608492495733, 9.036999548699793
129, 11.57597510465742, 22.245429273069934
93, 6.563528954486958, 20.141164553568387
139, 0.99, 1.7999999999999998
36, 0.99, 1.7999999999999998
15, 7.353268709679537, 13.458174877939687
141, 10.055621139525554, 30.10523147038046
92, 21.709952308561352, 52.453412711797384
