Fid, ludb_impl_delay, sfa_fifo_delay
303, 1.4995593887548997, 1.512245297733192
1452, 3.4311803800476524, 4.3445114529358015
975, 3.15348115415724, 3.850553669406876
596, 3.7229674903201597, 4.808034669298428
465, 3.729669394806188, 4.227894938228765
845, 2.3427745160830873, 2.4483137870885368
236, 1.4709309406442201, 1.490401585659828
1055, 3.4666042975202997, 3.7657528591843623
537, 3.603454309195754, 4.352919327750369
54, 3.9063882106693866, 4.37454221047705
317, 1.9776021010519131, 2.06075688242453
767, 2.3492946582159777, 2.3459082423725968
785, 2.77679675612555, 3.0465822146071133
1266, 4.3465606262026055, 4.676722958462305
1319, 2.041081425863991, 2.730353365384615
1335, 2.845758680883284, 3.165848043418052
1120, 2.979788024392828, 3.266152242416105
1148, 2.2336790372042277, 2.409129622430015
1052, 3.053560971859059, 3.1124724101790386
2, 4.702081635717003, 6.454635644744344
1408, 3.659198036231239, 3.754529509576138
491, 3.651868403585209, 4.0452838037012135
948, 2.4731805135525704, 2.6597723738147265
790, 3.491813381780878, 3.613978738604727
1404, 3.490977280006763, 3.6632843261909587
879, 1.9637956150814222, 2.1105451034476714
601, 2.662664878353618, 3.698069551090829
492, 2.99567858812361, 3.1924158916640253
186, 3.4816579033863824, 3.630032313669569
925, 3.904814417373682, 5.354813876827488
433, 4.038855732092697, 4.336378833959533
1402, 2.9558998669604817, 3.3735347383879417
246, 3.070697784393901, 3.296696927199808
545, 2.35327961792129, 2.449340383492879
1201, 3.7625188050188108, 4.01642506437997
1328, 2.770252640635304, 4.431882273117124
712, 4.59258143863298, 5.536419848284951
349, 4.047641816038797, 4.643844721732328
1156, 3.9144995610239186, 4.312599403170781
634, 0.7, 0.8383064516129031
118, 3.296526235340064, 3.4413490125642268
1401, 3.098958286867907, 3.3166948021000544
853, 3.4106547433401033, 3.578916500674619
498, 4.7314795795584494, 6.2148218399736415
458, 3.0805738191927547, 3.232314654672874
1315, 4.74036981084134, 5.374503505193225
132, 3.295229999103681, 3.388791138302577
725, 3.50248632934152, 3.613999902643143
425, 4.188087614763982, 4.635109391645312
427, 3.1339119036595693, 3.393931909157428
153, 4.233643609708911, 5.067601205206284
1041, 2.958035158901344, 3.1747617557708048
778, 2.9178027624727503, 3.387190338937966
865, 4.839626423530736, 5.490875822612763
154, 4.701427714311859, 5.153822744433666
679, 4.003457852942938, 4.662669160906719
1443, 3.5135143811496343, 3.7394253744188815
937, 0.7, 0.7983277591973246
896, 4.003457852942938, 4.662669160906719
1210, 4.234078647531158, 7.626645773724626
1054, 2.8600978314255254, 3.4893892934694755
1276, 3.6693206533884353, 4.253864041611208
863, 3.3029115464136156, 4.360297032792484
481, 2.1222183375020296, 2.227226259749782
1115, 3.087540547933391, 3.2220762540761516
156, 5.100712184917828, 5.681699079907147
310, 4.342820243775087, 4.632014297925731
930, 3.768692681286806, 4.616407494933117
650, 4.246891059546882, 7.318189570940215
1226, 3.173353710490539, 4.066593312970816
253, 4.843308205140875, 7.661378225963272
734, 3.0287226643686638, 3.5028077514856313
1114, 6.92735949967329, 9.961704897869575
988, 1.8199999999999998, 1.8199999999999998
991, 3.1026579033196837, 4.112311530883574
428, 2.1582803382345817, 2.382674737673824
567, 2.256593810495424, 2.772060693542923
411, 5.852133060729265, 8.835262965856506
622, 5.146730945049423, 6.638220367204866
803, 5.238934501119121, 7.015484403815532
1411, 3.616529297945867, 3.691892785440056
653, 2.769145650767618, 2.832096496866015
1339, 4.597453821757933, 5.082707382848866
1258, 3.717241496523034, 4.0520662845212945
65, 2.196835221090229, 2.2885983621330763
661, 4.548418660834688, 4.7918306811066405
82, 4.652012043147543, 5.048157429443578
847, 3.8568729259732977, 4.4315234538551165
1433, 2.6693090655619294, 2.806028503956337
423, 3.8647763263775587, 5.320134761928998
852, 2.999699468343555, 3.3903671929605577
343, 2.2830148533239067, 2.3672891770853695
1377, 3.1834943050146913, 3.4031067210586925
1311, 3.191340613821779, 3.88800609656393
959, 3.100624902440548, 3.3491381716401403
931, 2.8289620814255247, 3.445068237705618
777, 3.0783780580107996, 3.1960873859967136
436, 1.3125, 1.7743990384615382
855, 4.563690893084786, 5.074192016342081
138, 3.39653699031674, 3.858041039872367
480, 2.3734751868367696, 2.5423906584222764
559, 3.066105973273096, 3.646202852920934
1035, 2.435866689565044, 2.9977821718535362
1089, 3.1546787179432485, 3.8402612014581576
243, 4.830584348180811, 7.02056274060007
1291, 4.1603904880416565, 4.253940196757771
1039, 2.959769186948896, 3.9000356526313396
1384, 3.1340704778480832, 3.3083823772364047
1179, 2.4473376303420555, 2.5034847616638607
505, 3.6720930423386764, 4.323924652438702
235, 3.3673850369239866, 3.64976148142812
311, 2.7320284686622682, 3.0769210176836883
159, 3.5084920026219297, 3.807094872758846
199, 4.135922609152735, 4.75959643550957
990, 2.4002140792542157, 2.5235597951350743
683, 4.604830982358853, 5.056811650819693
1214, 1.880162868775474, 2.819069865319865
900, 4.1102836203332815, 5.446674668191059
397, 1.9509242424242426, 2.9543455303030304
688, 3.651868403585209, 4.0452838037012135
531, 4.560540379230564, 5.118933821788278
922, 4.840048664904209, 5.49465538898726
23, 3.079939387631504, 3.345238718735052
386, 3.0805738191927547, 3.232314654672874
276, 2.4395462614720405, 2.447478959763354
780, 4.778779835056271, 5.889709740569019
851, 4.275254577918229, 4.587372477022507
297, 3.4537321452520025, 3.73847292476181
907, 2.232049723246094, 2.302946164491337
46, 2.9483964173058346, 3.110624495896144
70, 2.9944258742560157, 3.290410501813878
1106, 3.7677888475413583, 4.013628340017902
190, 4.026303076235135, 4.659646306615302
717, 3.068046403344499, 3.2375288216747875
300, 2.8372856455219417, 3.4167873649847147
116, 3.125434868815728, 3.4237514480352846
1431, 6.096780785252688, 6.931893760158408
477, 3.27120162580919, 3.5118417689659562
952, 3.3594104214645357, 4.5693403132998025
22, 3.3550850482561345, 3.5820619020246873
1257, 2.197044801928552, 2.3459508001142564
275, 4.52521985774303, 5.72928463964618
51, 2.5676325086327907, 3.038214540201649
1290, 2.170594040064348, 2.2474126962158305
