Fid, deborah_integration_delay 
731, Infinity
1378, 1.74
344, Infinity
118, Infinity
368, Infinity
1184, Infinity
321, Infinity
151, Infinity
900, Infinity
182, Infinity
974, Infinity
3, Infinity
939, Infinity
153, Infinity
853, Infinity
695, Infinity
134, Infinity
120, Infinity
1225, Infinity
1042, Infinity
609, Infinity
651, Infinity
960, Infinity
1415, Infinity
140, Infinity
1395, Infinity
31, Infinity
249, Infinity
454, Infinity
765, Infinity
327, Infinity
869, Infinity
539, Infinity
913, Infinity
697, Infinity
1287, Infinity
1315, Infinity
893, Infinity
903, Infinity
1424, 1.8
708, Infinity
1016, Infinity
1073, Infinity
744, Infinity
962, Infinity
1256, Infinity
532, Infinity
812, Infinity
1151, Infinity
1299, Infinity
868, Infinity
29, Infinity
1069, Infinity
1194, Infinity
725, Infinity
674, Infinity
528, Infinity
309, Infinity
1123, Infinity
336, Infinity
514, Infinity
256, Infinity
326, Infinity
18, Infinity
996, Infinity
193, Infinity
589, Infinity
575, Infinity
1098, Infinity
836, Infinity
982, Infinity
169, Infinity
1417, Infinity
1343, Infinity
156, Infinity
767, Infinity
515, Infinity
277, Infinity
1391, Infinity
248, Infinity
1068, Infinity
901, Infinity
282, Infinity
109, Infinity
1325, 0.9
1039, Infinity
1104, Infinity
658, Infinity
529, Infinity
620, Infinity
1408, Infinity
882, Infinity
1430, Infinity
968, Infinity
1188, Infinity
613, Infinity
858, Infinity
612, Infinity
676, Infinity
1048, Infinity
363, Infinity
310, Infinity
330, Infinity
418, Infinity
544, 1.63125
1264, Infinity
908, Infinity
1173, Infinity
1170, Infinity
314, Infinity
826, Infinity
1147, Infinity
510, Infinity
1373, Infinity
288, Infinity
286, Infinity
936, Infinity
307, Infinity
737, Infinity
808, Infinity
1040, Infinity
1237, Infinity
748, Infinity
1087, Infinity
553, Infinity
915, Infinity
1141, Infinity
1416, Infinity
1014, Infinity
1161, Infinity
753, Infinity
147, Infinity
210, Infinity
119, Infinity
390, Infinity
556, Infinity
473, Infinity
1393, Infinity
1270, Infinity
219, Infinity
949, Infinity
1089, Infinity
1320, Infinity
349, Infinity
1075, Infinity
161, Infinity
501, Infinity
523, Infinity
1428, Infinity
1219, Infinity
386, Infinity
801, Infinity
257, Infinity
320, Infinity
1175, Infinity
253, Infinity
757, Infinity
1276, Infinity
1438, Infinity
790, Infinity
659, Infinity
692, Infinity
273, Infinity
641, 1.63125
1301, Infinity
683, Infinity
770, Infinity
668, Infinity
540, Infinity
483, Infinity
30, Infinity
1145, Infinity
1402, Infinity
15, Infinity
570, 0.9
251, Infinity
1033, Infinity
704, Infinity
54, Infinity
1136, Infinity
121, Infinity
861, Infinity
967, 0.9
358, Infinity
1100, Infinity
377, Infinity
773, Infinity
457, Infinity
322, Infinity
584, Infinity
116, Infinity
25, Infinity
496, Infinity
1049, Infinity
129, Infinity
190, Infinity
759, Infinity
546, Infinity
373, Infinity
1195, Infinity
886, Infinity
459, Infinity
435, Infinity
318, Infinity
230, Infinity
159, Infinity
740, Infinity
1097, Infinity
124, Infinity
1240, Infinity
791, Infinity
67, Infinity
1110, Infinity
441, Infinity
940, Infinity
446, Infinity
870, Infinity
1072, Infinity
958, Infinity
1178, Infinity
1206, Infinity
99, Infinity
824, Infinity
1414, Infinity
135, Infinity
656, Infinity
1047, Infinity
447, Infinity
762, Infinity
1454, Infinity
549, Infinity
22, Infinity
1182, Infinity
335, Infinity
1284, Infinity
1272, Infinity
899, Infinity
630, Infinity
175, Infinity
534, Infinity
1233, Infinity
1106, Infinity
823, Infinity
1277, Infinity
464, Infinity
1386, Infinity
86, Infinity
560, Infinity
1187, Infinity
1, Infinity
1214, Infinity
258, Infinity
1363, Infinity
1345, Infinity
763, Infinity
716, Infinity
593, Infinity
380, Infinity
215, Infinity
383, Infinity
803, Infinity
884, Infinity
1210, Infinity
838, Infinity
1181, Infinity
1403, Infinity
1360, Infinity
214, Infinity
407, Infinity
766, Infinity
1327, Infinity
1022, Infinity
55, Infinity
485, Infinity
1352, Infinity
281, Infinity
1004, Infinity
187, Infinity
938, Infinity
666, Infinity
142, Infinity
222, Infinity
639, Infinity
78, Infinity
1168, Infinity
1124, Infinity
922, Infinity
562, Infinity
1310, Infinity
934, Infinity
1050, Infinity
565, Infinity
265, Infinity
316, Infinity
382, Infinity
572, Infinity
433, Infinity
574, Infinity
582, Infinity
820, Infinity
684, Infinity
240, Infinity
1054, Infinity
229, Infinity
200, Infinity
1190, Infinity
653, Infinity
941, Infinity
416, Infinity
1297, Infinity
906, Infinity
105, Infinity
1065, Infinity
244, Infinity
833, Infinity
603, Infinity
682, Infinity
104, Infinity
234, Infinity
1370, Infinity
460, Infinity
990, Infinity
1294, Infinity
1432, Infinity
531, Infinity
72, Infinity
978, Infinity
672, Infinity
143, Infinity
1292, Infinity
342, Infinity
46, Infinity
877, Infinity
526, Infinity
654, Infinity
168, Infinity
228, Infinity
371, Infinity
1265, Infinity
37, Infinity
1351, Infinity
84, Infinity
935, Infinity
627, Infinity
758, Infinity
1239, Infinity
907, Infinity
96, Infinity
749, Infinity
11, Infinity
312, Infinity
126, Infinity
732, Infinity
1095, Infinity
343, Infinity
835, Infinity
1278, Infinity
698, Infinity
80, Infinity
313, Infinity
1120, Infinity
1135, Infinity
1312, Infinity
518, Infinity
59, Infinity
1369, Infinity
1051, Infinity
412, Infinity
291, Infinity
356, 2.396875
878, Infinity
1061, Infinity
679, Infinity
1439, Infinity
1115, Infinity
856, Infinity
1025, Infinity
1437, Infinity
807, Infinity
1263, Infinity
696, Infinity
1078, Infinity
1380, Infinity
203, Infinity
372, Infinity
1070, Infinity
730, Infinity
1157, Infinity
828, Infinity
635, Infinity
1388, Infinity
1209, Infinity
406, Infinity
606, Infinity
198, Infinity
1376, Infinity
750, Infinity
1137, Infinity
131, Infinity
339, Infinity
551, Infinity
259, Infinity
247, Infinity
586, Infinity
1286, Infinity
842, Infinity
735, Infinity
160, Infinity
1043, Infinity
452, Infinity
1205, Infinity
1132, Infinity
97, Infinity
323, Infinity
400, Infinity
1422, Infinity
610, Infinity
402, Infinity
329, Infinity
1383, Infinity
270, Infinity
825, Infinity
1259, Infinity
1131, Infinity
541, Infinity
975, Infinity
1384, Infinity
414, Infinity
1289, Infinity
670, Infinity
830, Infinity
61, Infinity
475, Infinity
1144, Infinity
107, Infinity
136, Infinity
271, Infinity
422, Infinity
87, Infinity
527, Infinity
720, Infinity
127, Infinity
389, Infinity
426, Infinity
736, Infinity
579, Infinity
1379, Infinity
391, Infinity
1023, Infinity
236, Infinity
50, Infinity
317, Infinity
1081, Infinity
793, Infinity
1365, Infinity
319, Infinity
1241, Infinity
1158, Infinity
285, Infinity
815, Infinity
1125, Infinity
6, Infinity
703, Infinity
28, Infinity
113, Infinity
484, Infinity
434, Infinity
821, Infinity
421, Infinity
1165, Infinity
979, Infinity
359, Infinity
897, Infinity
552, Infinity
1431, Infinity
311, Infinity
1336, Infinity
4, Infinity
558, Infinity
468, Infinity
466, Infinity
1243, Infinity
1419, Infinity
952, Infinity
1411, Infinity
1311, Infinity
167, Infinity
94, Infinity
843, Infinity
782, Infinity
1196, Infinity
1083, Infinity
32, Infinity
360, Infinity
918, Infinity
275, Infinity
241, Infinity
597, Infinity
503, Infinity
35, 0.9
797, Infinity
448, Infinity
875, Infinity
600, Infinity
685, Infinity
688, Infinity
873, Infinity
891, Infinity
376, Infinity
887, Infinity
1208, Infinity
751, Infinity
33, Infinity
1000, Infinity
1024, Infinity
231, Infinity
379, Infinity
769, Infinity
232, Infinity
1066, Infinity
989, Infinity
849, Infinity
197, Infinity
871, Infinity
437, Infinity
70, Infinity
652, Infinity
1093, Infinity
813, Infinity
632, Infinity
827, 1.297059
227, Infinity
141, Infinity
224, Infinity
687, Infinity
262, Infinity
605, Infinity
834, Infinity
948, Infinity
5, Infinity
284, Infinity
476, Infinity
1064, Infinity
1084, Infinity
1227, Infinity
164, Infinity
1177, Infinity
985, Infinity
436, 1.6875
1350, Infinity
1313, Infinity
568, Infinity
1413, Infinity
916, Infinity
38, Infinity
1389, Infinity
660, Infinity
988, 2.34
263, Infinity
543, Infinity
699, Infinity
453, Infinity
500, Infinity
1059, Infinity
103, Infinity
397, Infinity
577, Infinity
777, Infinity
47, Infinity
173, Infinity
885, Infinity
19, Infinity
511, Infinity
841, Infinity
1062, Infinity
1108, Infinity
1420, Infinity
100, 1.8
154, Infinity
1421, Infinity
69, Infinity
405, Infinity
325, Infinity
1129, Infinity
629, Infinity
1171, Infinity
461, Infinity
712, Infinity
1152, Infinity
396, Infinity
1280, Infinity
914, Infinity
1441, Infinity
304, Infinity
894, Infinity
1385, Infinity
174, Infinity
1166, Infinity
170, Infinity
888, Infinity
1203, Infinity
1257, Infinity
1354, Infinity
1234, Infinity
1199, Infinity
872, Infinity
398, Infinity
1340, Infinity
1319, Infinity
755, Infinity
250, Infinity
592, Infinity
1295, Infinity
1222, Infinity
261, Infinity
420, Infinity
954, Infinity
1021, 0.9
489, Infinity
997, Infinity
295, Infinity
1167, Infinity
504, Infinity
795, Infinity
1300, Infinity
369, Infinity
721, Infinity
63, Infinity
299, Infinity
24, Infinity
1446, Infinity
449, Infinity
1020, Infinity
283, Infinity
463, Infinity
378, Infinity
235, Infinity
754, Infinity
714, Infinity
1347, Infinity
806, Infinity
404, Infinity
56, Infinity
980, Infinity
694, Infinity
1114, Infinity
20, Infinity
157, Infinity
1357, Infinity
723, Infinity
733, Infinity
488, Infinity
191, 1.422
957, Infinity
65, Infinity
852, Infinity
932, Infinity
859, Infinity
661, Infinity
594, Infinity
306, Infinity
79, Infinity
1443, Infinity
114, Infinity
439, Infinity
181, Infinity
308, Infinity
1058, Infinity
779, Infinity
194, Infinity
860, Infinity
1449, Infinity
879, Infinity
1176, Infinity
583, Infinity
1057, Infinity
1338, Infinity
634, 0.9
681, Infinity
1103, Infinity
1211, Infinity
611, Infinity
576, Infinity
761, Infinity
388, Infinity
781, Infinity
1221, Infinity
839, Infinity
743, Infinity
1200, Infinity
395, Infinity
1146, Infinity
571, Infinity
1009, Infinity
772, Infinity
1185, Infinity
1399, Infinity
364, Infinity
1412, Infinity
57, Infinity
998, Infinity
644, Infinity
662, Infinity
910, 1.5
516, Infinity
493, Infinity
1387, 0.9
375, Infinity
324, Infinity
1217, Infinity
700, Infinity
929, Infinity
811, Infinity
1394, Infinity
1248, Infinity
334, Infinity
591, Infinity
991, Infinity
415, Infinity
1134, Infinity
1288, Infinity
1037, Infinity
48, Infinity
1283, Infinity
1314, Infinity
77, Infinity
111, Infinity
450, Infinity
718, Infinity
622, Infinity
1091, Infinity
269, Infinity
557, Infinity
701, Infinity
950, Infinity
394, Infinity
1423, 0.9
798, Infinity
729, Infinity
1148, Infinity
177, Infinity
494, Infinity
1404, Infinity
1450, Infinity
1433, Infinity
347, Infinity
1127, Infinity
1262, Infinity
796, Infinity
1198, Infinity
1067, Infinity
1172, Infinity
1179, Infinity
717, Infinity
41, Infinity
1220, Infinity
1027, Infinity
831, Infinity
783, Infinity
1375, Infinity
1213, Infinity
1296, Infinity
963, Infinity
832, Infinity
598, Infinity
254, Infinity
495, Infinity
587, Infinity
1160, Infinity
966, Infinity
993, Infinity
1180, Infinity
520, Infinity
1390, Infinity
1169, Infinity
1274, Infinity
1149, Infinity
1015, Infinity
443, Infinity
374, Infinity
423, Infinity
353, Infinity
1036, Infinity
1305, Infinity
1018, Infinity
956, Infinity
917, Infinity
152, Infinity
221, Infinity
1216, 1.68
1407, Infinity
678, Infinity
1356, Infinity
1372, Infinity
42, Infinity
137, Infinity
1341, Infinity
1071, Infinity
180, Infinity
392, Infinity
1041, Infinity
438, Infinity
51, Infinity
122, Infinity
569, Infinity
713, Infinity
9, Infinity
62, Infinity
1291, Infinity
66, Infinity
93, Infinity
148, Infinity
110, Infinity
10, Infinity
525, Infinity
1029, Infinity
846, Infinity
927, Infinity
535, Infinity
1204, Infinity
513, Infinity
816, Infinity
245, Infinity
1339, Infinity
255, Infinity
657, Infinity
403, Infinity
1330, Infinity
638, Infinity
680, Infinity
1011, Infinity
74, Infinity
1113, Infinity
303, Infinity
385, Infinity
876, Infinity
1304, Infinity
573, Infinity
1252, Infinity
183, Infinity
272, Infinity
580, Infinity
1122, Infinity
211, Infinity
602, Infinity
1406, Infinity
1267, Infinity
341, Infinity
924, Infinity
102, Infinity
1019, Infinity
1307, Infinity
357, Infinity
851, Infinity
799, Infinity
1253, Infinity
536, Infinity
117, Infinity
739, Infinity
741, Infinity
125, 1.63125
1008, Infinity
1111, Infinity
280, Infinity
1034, Infinity
774, Infinity
176, Infinity
424, Infinity
242, Infinity
920, Infinity
287, Infinity
747, Infinity
1130, Infinity
491, Infinity
663, Infinity
1109, Infinity
1342, Infinity
465, Infinity
866, Infinity
1099, Infinity
302, Infinity
1392, Infinity
637, Infinity
829, Infinity
1074, Infinity
1030, Infinity
83, Infinity
34, Infinity
995, 1.572591
1076, Infinity
162, Infinity
604, Infinity
1238, Infinity
1410, Infinity
1156, Infinity
792, Infinity
155, Infinity
1013, Infinity
293, Infinity
507, Infinity
192, Infinity
225, Infinity
366, Infinity
340, Infinity
208, Infinity
297, Infinity
292, Infinity
499, Infinity
787, 1.35
969, Infinity
1377, Infinity
707, Infinity
1427, Infinity
1003, Infinity
911, Infinity
237, Infinity
455, Infinity
1056, Infinity
1128, Infinity
904, Infinity
458, Infinity
931, Infinity
1322, Infinity
408, Infinity
1374, Infinity
474, Infinity
961, Infinity
994, Infinity
561, Infinity
1080, Infinity
268, Infinity
91, Infinity
614, Infinity
805, Infinity
145, Infinity
393, Infinity
1082, Infinity
1326, Infinity
987, Infinity
75, Infinity
959, Infinity
647, Infinity
290, Infinity
928, Infinity
301, Infinity
90, Infinity
279, Infinity
128, Infinity
1355, Infinity
673, Infinity
867, Infinity
409, Infinity
1032, Infinity
490, Infinity
195, Infinity
88, Infinity
642, Infinity
585, Infinity
1285, Infinity
49, Infinity
1055, Infinity
467, Infinity
1442, Infinity
778, Infinity
895, Infinity
822, Infinity
1007, Infinity
1174, Infinity
179, Infinity
354, Infinity
387, Infinity
970, Infinity
965, Infinity
1401, Infinity
351, Infinity
971, Infinity
671, Infinity
27, Infinity
1447, Infinity
618, Infinity
45, Infinity
590, Infinity
1096, Infinity
691, Infinity
163, Infinity
1026, Infinity
81, Infinity
1348, Infinity
202, Infinity
1318, Infinity
470, Infinity
328, Infinity
912, Infinity
381, Infinity
1045, Infinity
53, Infinity
1164, Infinity
650, Infinity
487, Infinity
445, Infinity
1334, Infinity
1063, Infinity
1337, Infinity
1228, Infinity
1328, Infinity
1251, Infinity
588, Infinity
545, Infinity
1001, Infinity
1232, Infinity
665, 0.9
73, Infinity
411, Infinity
482, Infinity
542, Infinity
1261, Infinity
943, Infinity
1453, 1.68
768, Infinity
1118, Infinity
1316, Infinity
554, Infinity
1154, Infinity
677, Infinity
171, Infinity
144, Infinity
1245, Infinity
1094, Infinity
625, Infinity
937, 0.9
1275, Infinity
555, Infinity
880, Infinity
1053, Infinity
508, Infinity
1207, Infinity
1140, Infinity
239, Infinity
745, Infinity
711, 0.9
1060, Infinity
727, Infinity
399, Infinity
1150, Infinity
315, Infinity
1107, Infinity
1046, Infinity
1317, Infinity
1235, Infinity
58, Infinity
702, Infinity
850, Infinity
1309, Infinity
350, Infinity
1445, Infinity
1281, 0.9
39, Infinity
909, Infinity
217, Infinity
98, Infinity
973, Infinity
472, Infinity
410, Infinity
1324, Infinity
883, Infinity
498, Infinity
106, Infinity
431, Infinity
92, Infinity
1006, Infinity
1344, Infinity
188, Infinity
1349, Infinity
898, Infinity
633, Infinity
1218, Infinity
1282, 0.9
413, Infinity
185, Infinity
840, Infinity
837, Infinity
348, Infinity
60, Infinity
178, Infinity
492, Infinity
933, Infinity
16, Infinity
669, Infinity
1215, Infinity
881, Infinity
166, Infinity
2, Infinity
601, Infinity
40, Infinity
1418, Infinity
896, Infinity
352, Infinity
693, Infinity
68, Infinity
664, Infinity
267, Infinity
615, Infinity
497, Infinity
819, Infinity
1117, Infinity
863, Infinity
296, Infinity
623, Infinity
101, Infinity
1002, Infinity
1202, 1.422
355, Infinity
1138, Infinity
643, Infinity
548, Infinity
530, Infinity
289, Infinity
784, Infinity
1268, Infinity
186, Infinity
430, Infinity
564, Infinity
1366, Infinity
512, Infinity
814, Infinity
648, Infinity
780, Infinity
1371, Infinity
785, Infinity
1186, Infinity
517, Infinity
1332, Infinity
82, Infinity
278, Infinity
370, Infinity
252, Infinity
1397, Infinity
972, Infinity
1143, Infinity
675, Infinity
776, Infinity
857, Infinity
1012, Infinity
719, Infinity
1088, Infinity
810, Infinity
1035, Infinity
1451, Infinity
1362, Infinity
417, Infinity
944, Infinity
607, Infinity
1335, Infinity
1247, Infinity
706, Infinity
89, Infinity
1269, Infinity
986, Infinity
115, Infinity
624, Infinity
864, Infinity
298, Infinity
201, Infinity
1333, Infinity
226, Infinity
338, Infinity
1279, Infinity
477, Infinity
728, Infinity
1306, Infinity
1038, Infinity
953, Infinity
384, Infinity
165, Infinity
1246, Infinity
333, Infinity
1201, Infinity
621, Infinity
205, Infinity
617, Infinity
804, Infinity
1226, Infinity
547, Infinity
1139, Infinity
626, Infinity
246, Infinity
595, Infinity
213, Infinity
427, Infinity
1028, Infinity
947, Infinity
233, Infinity
983, Infinity
218, Infinity
502, Infinity
709, Infinity
1116, Infinity
14, Infinity
1254, Infinity
305, Infinity
8, Infinity
946, Infinity
196, Infinity
1162, Infinity
1290, Infinity
478, Infinity
649, Infinity
1426, Infinity
451, Infinity
1163, Infinity
367, Infinity
365, Infinity
1250, Infinity
1230, Infinity
1249, Infinity
631, Infinity
1346, Infinity
