Fid, TFA_D, SFA_D, TMA_D, PMOO_D
131, 27.867175808201964, 24.77845134435483, 19.565718584240365, 68.38520755984737
79, 40.31240197421171, 33.804513683692505, 14.969833580742682, 21.40768577947253
92, 203.50692264386333, 150.96970896307036, 32.110998841516526, 72.96599516443581
67, 31.19966019694513, 27.739887312901207, 11.025282812237794, 25.905990866826343
143, 15.554687364030972, 13.915911310664796, 13.79979254400694, 68.73976808294726
21, 72.60628060253396, 51.60570741997767, 35.17727256384948, 55.34995319145421
75, 17.97830616624749, 16.167771147423707, 9.669381258248638, 22.15587721815266
135, 22.881016320194714, 20.968089235775558, 16.053160943388562, 56.13632574176045
68, 2.333333333333333, 2.0517241379310343, 2.0517241379310343, 2.0517241379310343
35, 54.18647115268675, 47.61311216351492, 26.212144621101764, 26.212144621101764
148, 35.426985307545046, 31.099592011067298, 12.735583889780859, 12.735583889780857
74, 93.1180638567085, 80.60460079438344, 32.96988234319585, 33.403888120093775
88, 72.60628060253396, 51.60570741997767, 35.17727256384948, 55.34995319145421
146, 67.41761287855489, 57.184985334571294, 15.01693079317925, 15.01693079317925
57, 61.504127770892026, 51.25394711693154, 17.195810588315553, 23.40000756872033
1, 201.03702621755085, 152.1986819176883, 40.000437192073946, 57.30114044667259
24, 54.18647115268675, 47.61311216351492, 26.212144621101764, 26.212144621101764
86, 12.312488444170992, 11.273286434929792, 10.826518009088018, 20.30592540054422
127, 13.175076406601695, 12.357465029773957, 8.066554564150099, 8.066554564150099
107, 56.098001994688126, 39.163124158032296, 28.95698889790453, 33.62787671482055
120, 27.10834143079463, 24.668617950824657, 13.628446363146443, 13.628446363146443
2, 69.51252459804932, 58.782357811389645, 19.57508646494441, 19.57508646494441
106, 15.814347458061494, 14.701613375148693, 7.462022177776859, 7.462022177776859
104, 12.104267293427633, 9.977846582032189, 5.139639639639639, 5.139639639639639
66, 9.97915511083766, 9.371911964461423, 9.371911964461423, 13.539724996180855
82, 69.75094621188823, 58.12453903437857, 16.387471725543257, 34.00840987495847
122, 31.19966019694513, 27.739887312901207, 11.025282812237794, 25.905990866826343
108, 9.659662289497074, 8.752084044757908, 8.752084044757908, 37.28485142208454
91, 53.2862267154822, 47.00157140784201, 28.711958148562175, 32.74549960078296
23, 198.7036928842175, 152.19671913104688, 38.973139894776644, 39.65347327477878
99, 2.8632316157135653, 2.730499024256645, 2.730499024256645, 2.730499024256645
0, 10.189560571877308, 9.650180224436662, 8.658701760423634, 8.658701760423634
49, 85.27136894171213, 70.71472622363532, 31.34834997890263, 32.02923413102845
55, 4.666666666666666, 4.0214382632293075, 2.5454545454545454, 2.5454545454545454
69, 20.53038949958082, 18.08208327676051, 10.45932231220706, 18.78924494466223
65, 7.3194928213405825, 5.972032502664125, 5.525264076822348, 9.201012658227846
22, 50.952893382148865, 45.495604574944196, 27.078018965010823, 27.078018965010827
105, 2.333333333333333, 1.5909090909090908, 1.5909090909090908, 1.5909090909090908
140, 53.44517584001421, 37.677412452199455, 27.981852138959603, 34.121795292933875
119, 12.686298015457913, 11.710428937345766, 10.897156703090014, 10.897156703090014
102, 33.75174353027846, 29.324562358833916, 11.789854303495932, 21.770120614500048
11, 206.05900597719665, 147.66466653234085, 26.432921501952862, 27.113254881955
72, 37.76031864087838, 32.37702106234395, 14.291800320223295, 24.876266436238595
5, 69.51252459804932, 58.782357811389645, 19.57508646494441, 19.57508646494441
53, 20.547682986861382, 19.329306917747704, 14.406392284426662, 14.406392284426667
4, 203.72567264386333, 150.3619995087574, 28.224963543994903, 28.905296923997042
76, 9.659662289497074, 8.752084044757908, 8.752084044757908, 37.28485142208454
17, 201.03702621755085, 152.1986819176883, 40.000437192073946, 57.30114044667259
19, 27.10834143079463, 24.668617950824657, 13.628446363146443, 13.628446363146443
136, 20.800506946068744, 18.56169622712994, 10.864805538274794, 22.054249685182818
149, 39.212608724222264, 32.08599194017425, 17.571108763730606, 25.212098920892466
51, 65.20238735064194, 55.67382483178096, 16.394279292512405, 16.394279292512405
141, 98.96681130714646, 83.8045212758596, 24.257580423846306, 24.69158620074422
113, 74.53572068397528, 57.02576858850292, 15.614349440046357, 17.96765552686699
101, 29.441674764127967, 26.11579047270007, 15.197206974351875, 34.63540024097089
63, 4.803229759645793, 4.1341171557766705, 4.1341171557766705, 6.8699324324324325
78, 79.5139829469147, 53.04856928360398, 33.044064143125524, 33.04406414312552
87, 13.175076406601695, 12.357465029773957, 8.066554564150099, 8.066554564150099
39, 55.321005571483674, 40.06577939934735, 32.975635811111545, 44.73589507522402
62, 71.84585793138265, 60.0038619241981, 21.055697510772845, 25.71716374239254
130, 87.60470227504545, 71.70510171770647, 32.55176895123465, 59.94179080109235
147, 37.97906864087838, 32.6680037414183, 14.387796517704833, 18.034392019524056
103, 25.53384247486863, 23.267919326343307, 18.421697418786202, 48.0123640514852
114, 108.52331702653458, 80.89688561209488, 17.68961029030595, 17.689610290305954
100, 32.21260872422227, 28.217059824957644, 15.815598019021474, 16.656601924863924
132, 53.88277646677518, 37.850276139863404, 27.77040478376751, 37.14451529645284
124, 62.431453390547645, 54.44296631652867, 15.075660922603968, 15.075660922603964
14, 51.163298843188514, 45.725664138762596, 24.994681908809177, 24.99468190880918
83, 53.76466866135479, 38.19893920023348, 27.81302541018733, 36.2481916922419
54, 2.333333333333333, 2.0517241379310343, 2.0517241379310343, 2.0517241379310343
64, 100.43755667804908, 83.80485485562915, 33.232120716737505, 73.08799553452913
38, 201.17358931052996, 151.67257330507016, 31.369151015429573, 32.049484395431705
94, 54.18647115268675, 47.61311216351492, 26.212144621101764, 26.212144621101764
31, 2.333333333333333, 2.08955223880597, 2.08955223880597, 2.08955223880597
43, 201.17358931052996, 151.67257330507016, 31.369151015429573, 32.049484395431705
85, 67.53572068397528, 56.32470878313519, 14.465710094603024, 14.46571009460302
27, 12.686298015457913, 11.710428937345766, 10.897156703090014, 10.897156703090014
126, 144.5548782063046, 117.48660794811282, 58.1450092172355, 58.82534259723764
33, 74.53572068397528, 57.02576858850292, 15.614349440046357, 17.96765552686699
42, 40.31240197421171, 33.804513683692505, 14.969833580742682, 21.40768577947253
47, 12.686298015457913, 11.710428937345766, 10.897156703090014, 10.897156703090014
50, 18.585281418155795, 16.920751352802338, 9.804589805908817, 10.914769255441849
117, 10.870727210083746, 9.826044083135471, 6.084042476283403, 8.482727342516572
10, 27.918614751489127, 22.962609376243787, 11.821091326345162, 14.343739871733957
7, 103.73854255444752, 81.85850114736391, 21.428724641843566, 21.428724641843562
71, 65.08427954522156, 56.047252776269396, 15.50495761648992, 15.504957616489916
70, 15.019631348791247, 13.45149126664339, 12.638219032387639, 27.58012944305286
25, 12.104267293427633, 9.977846582032189, 5.139639639639639, 5.139639639639639
12, 101.30014464047979, 84.77031967116893, 25.625179893342327, 56.328172293418895
15, 37.76031864087838, 32.37702106234395, 14.291800320223295, 24.876266436238595
77, 67.53572068397528, 56.684781707354425, 17.724383614420006, 45.227455222712884
6, 103.41904973310693, 81.91394528445936, 22.27318463613646, 31.22567854381298
98, 4.9861594880072495, 4.412722157836538, 3.9659537319947624, 3.9659537319947624
133, 31.19966019694513, 27.562583884109273, 10.65335025793904, 64.0720423822097
