Fid, TFA_D, SFA_D, PMOO_D, TMA_D
466, null, null,null,19.46419567560418
529, null, null,null,17.082631391692285
259, null, null,null,16.93559463250249
191, null, null,null,2.13701923076923
1272, null, null,null,16.86354349883581
1453, null, null,null,3.7920469361147315
871, null, null,null,13.979759337520138
1398, null, null,null,8.913041478269335
460, null, null,null,17.212179677398055
1394, null, null,null,11.865445633107162
214, null, null,null,50.868246777638966
1217, null, null,null,24.713778142881033
196, null, null,null,23.1874277320511
774, null, null,null,18.97343632212612
137, null, null,null,7.290161595404354
1129, null, null,null,15.752377515401774
1336, null, null,null,31.736413369243692
519, null, null,null,22.181185069082275
1162, null, null,null,20.6940960364228
99, null, null,null,26.55560750751888
347, null, null,null,4.998143456597077
1138, null, null,null,11.394329179755553
805, null, null,null,16.962009582965837
560, null, null,null,13.327963041643372
536, null, null,null,16.71991923081873
264, null, null,null,6.516330251955879
561, null, null,null,35.13549679933273
74, null, null,null,20.834802951329667
719, null, null,null,29.8442106600514
1360, null, null,null,5.368990653180399
305, null, null,null,13.982566551554255
1152, null, null,null,11.086315636235627
405, null, null,null,24.744848916996332
409, null, null,null,15.882460971784848
937, null, null,null,1.978260869565217
1135, null, null,null,11.594641450768327
1285, null, null,null,16.84752402838852
535, null, null,null,12.610818929075432
819, null, null,null,12.333775736653681
1280, null, null,null,6.853985463116944
1440, null, null,null,14.05455450615868
41, null, null,null,36.74133356708836
287, null, null,null,21.559187537102073
1320, null, null,null,28.976392401430754
556, null, null,null,13.091806711922391
1326, null, null,null,14.935005590485378
77, null, null,null,13.899110159692729
1207, null, null,null,8.249197383470111
1179, null, null,null,13.05030196559018
1443, null, null,null,20.924430466479162
739, null, null,null,20.021914378618114
318, null, null,null,13.091806711922391
967, null, null,null,1.8918918918918919
716, null, null,null,34.52973431082896
697, null, null,null,21.34099568840032
622, null, null,null,54.84714674711019
1409, null, null,null,9.142054393048141
479, null, null,null,17.507899607180423
654, null, null,null,13.087961761530485
217, null, null,null,20.726581264004622
300, null, null,null,13.574216083971674
802, null, null,null,51.334669823140274
1404, null, null,null,20.089559640800303
987, null, null,null,14.082240643061978
1044, null, null,null,18.63706609376763
1341, null, null,null,25.967113013772902
249, null, null,null,21.936680841666156
1333, null, null,null,12.78488824847787
1402, null, null,null,16.085120776468308
60, null, null,null,18.766507410968693
1137, null, null,null,24.2307813925783
492, null, null,null,14.58974109291496
596, null, null,null,22.637418964175254
493, null, null,null,20.540117214537947
451, null, null,null,11.93877391291634
381, null, null,null,3.979627566449147
296, null, null,null,28.26823993243869
730, null, null,null,16.268328262106127
686, null, null,null,18.388535326537284
862, null, null,null,12.554308338983173
1447, null, null,null,27.392987852047042
22, null, null,null,20.20345160372752
1342, null, null,null,20.77464996855072
816, null, null,null,25.44447454584616
398, null, null,null,17.0749464201635
691, null, null,null,20.03340562710983
690, null, null,null,21.32268416972997
1318, null, null,null,14.264211799667908
9, null, null,null,11.530201304554359
222, null, null,null,13.916344939450486
1251, null, null,null,11.674075139679807
921, null, null,null,14.152186419622955
958, null, null,null,23.019745757546822
1008, null, null,null,8.949845277321481
694, null, null,null,13.694031930011722
692, null, null,null,15.635526703691689
1052, null, null,null,14.835856552675104
