Fid, TFA_D, SFA_D, TMA_D, PMOO_D
129, 747.4486093114191, 470.74799983236704, 88.31622523618057, 164.5444237363252
147, 299.2907776152142, 203.35530611863837, 69.04003058847051, 82.28842357035217
92, 3366.5265582288994, 1606.3157889487838, 132.18904564348588, 209.56934478259998
53, 172.29722538450898, 140.3861150843377, 101.27457324208173, 101.27457324208176
137, 87.69164707319489, 68.17672098293711, 42.97593639187009, 126.77946704221954
130, 1312.551170185744, 762.0586988392787, 242.6291876580944, 354.1761418985381
81, 289.1587900375745, 203.02035794225947, 66.19755796124443, 66.19755796124443
87, 78.6916470731949, 64.8658474546985, 39.596524627164214, 39.596524627164214
119, 122.42625643881115, 92.64689676450571, 81.80709647471883, 81.80709647471883
29, 1446.051453203807, 713.1037069174448, 78.23802654645748, 78.23802654645748
108, 61.23862330574934, 48.498323224783604, 48.49832322478361, 160.17375684967166
66, 62.92046543622162, 52.155698364888146, 52.15569836488815, 75.01469199496131
55, 18.0, 11.65655172413793, 7.200000000000002, 7.200000000000002
148, 289.1587900375745, 203.02035794225947, 66.19755796124443, 66.19755796124443
82, 754.6923190961742, 475.499105968172, 81.38369828718581, 134.10154761935732
91, 530.1507712261148, 374.0525822175962, 183.01466477022052, 205.10138399807343
1, 3356.8248283730777, 1650.6669532591159, 184.24519922684243, 229.39755607928396
52, 279.4570601817525, 199.61248284793083, 77.80954795495023, 77.80954795495025
32, 97.39337692901682, 74.10729373108994, 38.99138934409726, 73.69440465884333
20, 179.015912321213, 110.28330449741847, 94.3193177289803, 117.42534915098663
85, 747.4486093114191, 458.95967822601307, 72.14293706488152, 72.14293706488152
2, 1128.1096186963057, 666.2011383205439, 198.27228513124845, 198.27228513124845
28, 1255.2258191636645, 767.8156851108638, 93.59342382406516, 95.31282981942107
140, 660.5127731823067, 271.1415797583589, 140.5138922682318, 140.5138922682318
71, 736.6923190961742, 480.9167133206785, 85.00949401145179, 85.0094940114518
117, 46.286741200907244, 34.401684083442596, 20.205160393865548, 24.79896029157709
125, 18.70172985582193, 12.17797478451515, 12.17797478451515, 17.413043478260864
124, 726.0104769657019, 481.39339828118113, 92.27077950991968, 92.27077950991969
41, 62.92046543622162, 52.155698364888146, 52.15569836488815, 75.01469199496131
101, 262.00403641430694, 187.5163862035014, 99.23100989035903, 183.0507591015755
122, 217.45197900777646, 161.242625841266, 49.08181713565193, 95.1946378785605
96, 120.05860207875965, 97.06865699984822, 95.38415905428923, 95.38415905428923
109, 283.4421687600242, 190.90113454116886, 97.65013963671726, 102.91034917117554
88, 1038.9635672602913, 434.1149285135532, 173.0403126247466, 229.94187296111085
114, 1446.051453203807, 713.1037069174448, 78.23802654645748, 78.23802654645748
89, 107.52536450665659, 77.95391042335659, 40.42652825074369, 60.98621692176844
33, 774.4486093114191, 403.4587741060763, 67.33939625515754, 72.56387820355715
10, 160.50028301806282, 101.16789401777726, 45.89743504917972, 47.29951791285923
27, 122.42625643881115, 92.64689676450571, 81.80709647471883, 81.80709647471883
106, 112.06215067234565, 87.73140850789929, 41.70919177706264, 41.70919177706264
111, 904.5965007683542, 376.5890177920977, 267.6592229312533, 267.6592229312533
76, 61.23862330574934, 48.498323224783604, 48.49832322478361, 160.17375684967166
102, 227.58396658541625, 160.30689244091383, 50.40704922978019, 79.22551168602423
151, 65.02790982219045, 54.69411051743213, 50.279270391200114, 50.279270391200114
46, 308.2907776152142, 200.96598100257796, 69.92471507710599, 91.10456159983211
56, 19.681842130472276, 13.679001302288977, 11.626975763962067, 11.626975763962067
