Fid, TFA_D, SFA_D, TMA_D, PMOO_D
296, 19.12397772971666, 15.404953877570751, 10.495108880776645, 10.495108880776643
165, 16.680336846125655, 12.96876754279629, 12.820348740865388, 13.765956641001152
270, 8.680564134148945, 8.227281180976274, 8.207090535193645, 14.103498379817374
179, 19.495238086686626, 16.822460638132867, 16.694621550355595, 68.45325247266408
244, 15.437831831098306, 13.894048647988475, 13.22525041807058, 13.708088660849164
149, 15.545752683653447, 12.447660951564147, 11.150935477824303, 11.150935477824303
17, 22.399515947719685, 20.094681734874104, 18.823317617282292, 19.772579524735068
459, 14.582462167142346, 11.665224002464688, 11.657681809319143, 12.356004432971666
373, 54.48111488027618, 41.07047193467261, 30.623843228837615, 37.08233859205559
200, 18.054905555453118, 15.795561605082234, 15.29698102585617, 47.732741823146384
133, 21.457311063049993, 16.443698287141892, 11.444176312627432, 11.444176312627432
273, 18.2878820575687, 15.504943483590857, 14.877257377248219, 14.987947627468959
435, 35.590266715064445, 23.84945641614377, 23.704225083889607, 79.48338743251341
113, 28.134271815647985, 22.42566808258226, 18.707941080762946, 50.27323317158185
44, 21.39400830432315, 14.98377783989176, 14.737746280254111, 16.914511750210867
52, 12.087160009557401, 11.26153075203225, 11.22166487397722, 32.77336213277502
249, 19.233428486105634, 15.104004293382122, 15.096462100236579, 18.79315350396763
466, 39.09472794035311, 32.92347803074578, 22.05446192560877, 31.997313135418835
405, 11.606095060802883, 10.962543585883987, 10.94323079426582, 13.10342375495187
403, 16.366214102833577, 14.592981003375234, 14.468578607826194, 124.4300490091345
448, 31.69817979860865, 28.82272469547288, 24.55211302905904, 78.22681906555128
109, 18.337071874942566, 15.66412786578458, 15.459107622374463, 26.396318000227524
189, 33.55086455993922, 28.632144549549732, 28.552200575008975, 49.75293973838221
385, 14.032880769500245, 13.369163435807666, 13.244761040258625, 13.398687730717244
238, 2.3333333333333326, 1.9534883720930227, 1.9534883720930227, 1.9534883720930227
152, 8.680564134148945, 8.227281180976274, 8.207090535193645, 14.103498379817374
92, 28.949049470486248, 24.7696603559422, 15.232466570865597, 22.735985263391377
415, 27.117650070718796, 23.990791493283552, 16.923300177129967, 16.923300177129967
324, 28.949049470486248, 24.750584865443976, 15.259118361249476, 24.636687289608485
360, 30.18375233991341, 26.060316057204354, 25.980372082663592, 80.95677409827262
95, 18.458512787289564, 13.586954203892786, 6.470748130085039, 6.470748130085039
314, 19.64727356220382, 15.087183242594929, 11.868226162923936, 16.475755981263955
333, 20.378573148534244, 15.630769292638758, 10.49833279894466, 10.498332798944658
33, 16.533633207997934, 11.49397490599845, 11.465629898256742, 19.304474743789463
55, 28.588235917689655, 24.372824414298044, 22.091362530760403, 35.82777133763439
117, 8.053467454138675, 7.4521351047855084, 7.431944459002879, 27.387763177945146
241, 10.641721015928502, 9.74298013187124, 6.92162510132393, 6.92162510132393
369, 16.705653333608623, 14.935317272980665, 14.807478185203395, 31.976223966882518
264, 29.684915634255187, 24.668882467302254, 24.028698547923337, 32.13214493833879
271, 25.4655892155372, 17.298084917510234, 17.028485884460427, 23.83087720432367
226, 16.742755876826738, 13.787219877708825, 13.732876324249705, 33.695661356620256
159, 14.291157264835864, 11.99001790813355, 8.966847814386666, 8.966847814386668
297, 22.787031436878642, 21.48620003919506, 17.221201419628006, 17.421930858653067
451, 23.149406481867576, 16.62169179215439, 12.270916832558106, 13.255685740121127
262, 17.934932264943242, 13.236845343527026, 11.638138041428132, 14.31646812617289
158, 11.112887366472176, 10.209277117817187, 10.189086472034559, 24.37484241632884
73, 34.321704056386174, 29.58949221572634, 18.348179676474853, 29.53049395572751
430, 11.6496600095574, 10.812951454952339, 10.77308557689731, 37.853121353260136
423, 16.366214102833577, 15.096905884138348, 14.97250348858931, 59.631658011218995
248, 5.412441813113034, 5.253252348021475, 5.233061702238846, 5.233061702238846
89, 9.941987804587386, 8.85458288846064, 8.828439113829472, 9.060163828932092
13, 17.97299133680071, 16.330950931481972, 16.18541855939327, 30.205621642769188
428, 25.120364770211978, 23.41817246754907, 19.19796525383865, 37.64524026622118
233, 11.372083917027542, 8.92058313013339, 6.805040003239046, 6.805040003239046
404, 50.663767404858774, 40.50960527986571, 31.3225689977974, 33.79185283956911
224, 29.75445299162003, 27.141387512700902, 22.634793461051288, 46.4453282219053
230, 19.557902443206416, 14.561935281425372, 14.533590273683664, 19.23021041767068
6, 12.14915543798419, 9.647858730163914, 9.483207581036154, 9.483207581036154
287, 29.151948021210885, 24.916134515323574, 15.514475566367846, 19.7669293324009
150, 26.038472824751096, 19.364957792540476, 19.237941324953002, 49.929341720857465
12, 27.10380978411311, 22.15758698238065, 20.16998930396067, 33.75727376117087
185, 24.530725122632415, 20.640956361881624, 20.435936118471503, 28.51674879764615
456, 51.33675666650173, 39.91757483778771, 27.815692998576267, 67.70589897904115
221, 16.680336846125655, 12.96876754279629, 12.820348740865388, 13.765956641001152
465, 35.06529201863446, 31.45973665354943, 26.161763303573064, 47.94396504526795
7, 17.161904753353294, 15.53153677547109, 15.403697687693818, 19.535628367527494
15, 11.606095060802883, 10.962543585883987, 10.94323079426582, 13.10342375495187
34, 22.101391259345263, 13.70915861852645, 12.146347541126978, 14.665529335501096
382, 29.143750921178565, 24.28198478086504, 17.179947601129314, 18.38802936499064
337, 35.06529201863446, 31.45973665354943, 26.161763303573064, 47.94396504526795
251, 2.333333333333333, 1.5909090909090908, 1.5909090909090908, 1.5909090909090908
265, 14.032880769500245, 13.369163435807666, 13.244761040258625, 13.398687730717244
102, 16.12517945395623, 12.269086792584563, 7.23748457276287, 7.624380794666264
268, 31.5571795653033, 24.48815136068631, 21.535114903987235, 42.36434913274989
101, 15.545752683653447, 12.447660951564147, 11.150935477824303, 11.150935477824303
51, 36.76139460701978, 31.539419412299807, 20.50841983608842, 24.906929735406056
288, 50.4049461587668, 38.44463175708031, 30.209764926758893, 61.12742381742573
353, 2.333333333333333, 1.8064516129032255, 1.8064516129032255, 1.8064516129032255
441, 32.59534161782658, 25.81919802769112, 18.798644758016284, 33.99521557183239
183, 9.51544303260459, 8.325743964413721, 8.265310268662532, 26.948234125975056
261, 7.745775146446367, 7.237328402685764, 7.217137756903135, 23.32367306302143
182, 26.9492503826866, 23.799023790329464, 20.91625493101766, 38.840064786296224
292, 34.808585972593946, 29.254407950335604, 19.460293422689375, 25.462288971474056
210, 26.864058455965747, 22.104827081634586, 21.74330400185737, 27.152451843586654
14, 38.9282334110072, 26.203437347318506, 25.863167524706704, 53.57334808763285
82, 16.983075498971573, 9.507022221140488, 9.492154563933571, 20.619355130923644
339, 11.013897467482279, 9.987849028204122, 9.967658382421494, 34.16124378124811
452, 19.060674970989815, 13.934539357250573, 13.404695445352605, 13.46583139830471
285, 42.910914024306564, 34.072052262138634, 24.715690834967326, 26.156551496984495
202, 31.988370723052846, 28.23815531733062, 16.83213689572619, 17.446658295626207
50, 6.967421554741388, 6.126525849858806, 5.765450942824657, 5.765450942824657
380, 12.14915543798419, 9.647858730163914, 9.483207581036154, 9.483207581036154
240, 25.120364770211978, 23.218363248494075, 18.98526277828396, 70.20834233360955
232, 6.967421554741388, 6.126525849858806, 5.765450942824657, 5.765450942824657
191, 34.808585972593946, 29.254407950335604, 19.460293422689375, 25.462288971474056
432, 27.793137334320356, 24.475962249192918, 23.9912655496696, 55.38061577056311
8, 24.530725122632415, 20.640956361881624, 20.435936118471503, 28.51674879764615
276, 49.65366975216125, 40.95940685151685, 30.717084790280186, 41.40901975295883
196, 15.073551326219063, 12.619717389392704, 12.539312057711536, 25.551200807297025
105, 52.9971007381921, 41.71347094766376, 32.85393054802687, 35.323214389798586
453, 13.939428394136216, 12.821082167119977, 12.745661752566198, 20.019051948843323
301, 7.745775146446367, 7.174445614426025, 7.1542549686433965, 27.872615802693264
215, 17.87908601698678, 13.594714972390197, 12.379219789300468, 13.95018001359467
237, 22.289698633404527, 19.88322858274102, 14.86944897590534, 14.869448975905343
387, 26.864058455965747, 22.104827081634586, 21.74330400185737, 27.152451843586654
372, 18.38749616237487, 16.47799661969968, 13.720944115880638, 32.51081287677129
22, 43.54279570859177, 36.01668396428589, 25.58044949745543, 35.02728821768526
257, 7.726911790070132, 4.154189382455455, 4.154189382455455, 12.44424390034855
214, 29.73883513576461, 25.586430473395644, 22.16799321791883, 53.707497162251755
115, 7.745775146446367, 7.014455092146419, 6.994264446363791, 40.593282646965235
28, 14.032880769500245, 13.369163435807666, 13.244761040258625, 13.398687730717244
160, 9.941987804587386, 8.85458288846064, 8.828439113829472, 9.060163828932092
138, 30.18375233991341, 25.97588153028498, 25.89593755574422, 80.88599762134028
330, 16.915795500475678, 13.131031563358492, 11.56720374942619, 11.600505583057922
331, 18.590394713099506, 16.853838070929072, 14.053602354324388, 19.74255718097076
180, 33.039337446805334, 29.299483680218714, 27.631996427175807, 56.57824666301494
223, 21.457311063049993, 16.240984693205494, 11.847255144687614, 11.997493618455497
320, 25.120364770211978, 23.131820887702162, 18.871638457161822, 83.19509411671896
332, 12.27532113792072, 10.098003941092218, 10.071860166461049, 31.21650752349425
235, 32.824777980939054, 27.65599736227643, 27.57605338773567, 88.6693106714585
147, 20.307828607553418, 17.999518629969426, 17.634522316983567, 37.344064915356064
80, 19.495238086686626, 16.822460638132867, 16.694621550355595, 68.45325247266408
334, 25.120364770211978, 23.41817246754907, 19.19796525383865, 37.64524026622118
153, 9.316326676224067, 8.943673609175104, 8.903807731120077, 9.073684254319861
378, 26.038472824751096, 19.364957792540476, 19.237941324953002, 49.929341720857465
425, 42.85322657999121, 33.901989411035714, 24.598106055632297, 32.2186145087503
445, 39.09472794035311, 32.92347803074578, 22.05446192560877, 31.997313135418835
206, 40.83163205456728, 32.548904745661616, 23.208894288558866, 33.487597883575084
10, 26.440424180082708, 23.540767019335597, 23.42281604333086, 33.96339890490581
209, 18.82694386220568, 14.776348476738239, 14.768806283592692, 23.051424130267105
417, 32.103358113102715, 29.60270337046861, 25.595726883871695, 25.960593774366817
168, 21.582260972544876, 16.616445891513585, 16.330375542167424, 46.29456669836056
379, 18.337071874942566, 15.72983882921153, 15.524818585801412, 26.14278093174988
427, 7.745775146446367, 7.237328402685764, 7.217137756903135, 23.32367306302143
419, 31.575519749549233, 28.351199950452, 25.55832512971757, 31.50082885285988
57, 0.7, 0.7, 0.7, 0.7
85, 25.120364770211978, 23.218363248494075, 18.98526277828396, 70.20834233360955
227, 28.24879668691461, 24.960970981528465, 24.80525507820286, 60.46736095068769
35, 2.333333333333333, 2.036363636363636, 2.036363636363636, 2.036363636363636
2, 18.38749616237487, 16.571349557400186, 13.751982436692813, 33.86227464796101
342, 10.386800787472009, 8.972138758420876, 8.951948112638245, 45.31561093519561
