Fid, TFA_D, SFA_D, TMA_D, PMOO_D
13, 107.63195843292296, 27.514936742250885, 27.514936742250885, 27.514936742250885
141, 30080.77473334929, 4517.049725909337, 513.2843241914313, 513.2843241914313
41, 947.7171943461703, 308.9077590713554, 308.9077590713554, 339.5878959698442
136, 1947.2701680225455, 453.3316122764167, 201.8168003662935, 220.53337478972918
123, 36669.90790322741, 4107.989831162448, 340.0170482052403, 340.01704820524026
67, 3608.5936178803427, 931.5006023242099, 220.89754306665617, 244.6238593055156
64, 30051.893353107105, 4511.977047323412, 982.9950263944161, 1078.0930145021844
86, 1046.7171943461708, 319.50823391877816, 308.48264459730296, 352.8725061080296
10, 2296.3632802658526, 413.98581411050105, 107.5635146583384, 107.56351465833842
143, 2326.363084859064, 619.0941824370447, 604.7238268986491, 795.0970863213712
78, 29801.662501055533, 1824.113755250377, 315.17992261269217, 315.17992261269217
69, 1494.2009162965387, 383.16304005583356, 142.06073349544647, 142.06073349544644
104, 568.0279883825281, 74.82376223216978, 25.40111792940033, 25.40111792940033
19, 5012.319512535229, 1020.6942683712557, 499.9346670940369, 499.9346670940369
4, 93329.35497504177, 8283.798792663287, 332.8426974375048, 332.8426974375047
21, 29498.345248292255, 2126.5940493339795, 533.0225505747572, 600.3076173536538
61, 1494.2009162965387, 383.16304005583356, 142.06073349544647, 142.06073349544644
38, 93216.38459176652, 8675.312889709967, 394.20403463807924, 394.20403463807935
103, 3274.0802792052345, 912.5657371021405, 626.4383248601441, 727.5271806815185
97, 37019.00101547071, 3004.093290964819, 221.99842728062282, 221.99842728062282
5, 30851.645241724513, 3580.1106084144735, 973.8278919486474, 973.8278919486474
125, 206.63195843292294, 35.77135582455632, 33.58335198030879, 33.58335198030879
76, 926.7823182069499, 291.1677032171644, 291.16770321716433, 402.36001991514104
138, 11055.012222348765, 2168.3010313820087, 427.6064684458911, 484.9086508910548
96, 2227.363084859064, 617.8087388660173, 603.4383833276216, 603.4383833276216
58, 107.63195843292296, 27.514936742250885, 27.514936742250885, 27.514936742250885
110, 17076.937442188486, 2649.2903785828494, 320.0423391377581, 345.6881409614963
135, 3154.1454030660143, 896.3184823389454, 610.2601019486669, 770.8389496307333
66, 947.7171943461703, 308.9077590713554, 308.9077590713554, 339.5878959698442
50, 1900.3632802658522, 451.33036124868687, 203.73310812703812, 203.73310812703812
87, 1174.5985745883556, 378.5825262266427, 190.97919000407356, 190.97919000407353
52, 5359.135768916636, 1084.0082758931833, 366.74461211989626, 366.7446121198963
105, 98.99999999999997, 4.759615384615384, 4.759615384615384, 4.759615384615384
53, 3055.1454030660134, 894.1113128306654, 607.4863626872874, 607.4863626872872
43, 93216.38459176652, 8675.312889709967, 394.20403463807924, 394.20403463807935
83, 17843.50901065192, 1202.6659766745029, 344.05723172515025, 344.05723172515025
126, 82152.74041098483, 8302.622702870653, 2637.897560595458, 2637.897560595458
49, 34722.63773520486, 4210.5882712859475, 994.3342217028145, 994.3342217028145
117, 567.4185980895898, 134.59069722809332, 58.292903212100505, 58.292903212100505
99, 165.71073561925067, 54.10962795730652, 54.10962795730652, 54.10962795730652
22, 10729.13084210658, 2191.3608102984026, 886.3100301021952, 886.3100301021952
147, 5579.7381106248195, 1063.5247750018684, 310.5460668871469, 310.5460668871469
72, 5565.767727349558, 1068.4941453797596, 321.4748243209346, 340.93033092009983
140, 17822.574134512703, 1200.6661389414353, 364.44090825856927, 364.44090825856927
79, 5678.738110624819, 1030.7244484812843, 309.4544661139394, 309.4544661139394
48, 29498.345248292255, 2126.5940493339795, 533.0225505747572, 600.3076173536538
15, 5565.767727349558, 1068.4941453797596, 321.4748243209346, 340.93033092009983
59, 89706.79097388618, 9263.659379629355, 2319.3941587838895, 2319.3941587838895
129, 17030.030554431796, 2618.952134846301, 340.170528694873, 377.4076166176546
121, 99.00000000000047, 14.508620689655181, 14.508620689655181, 14.508620689655181
33, 17327.030554431796, 2025.5696979288698, 210.94102470508201, 210.94102470508207
54, 99.00000000000047, 14.508620689655181, 14.508620689655181, 14.508620689655181
39, 26935.65623241941, 1844.5384362056266, 913.3107071402276, 913.3107071402274
114, 36821.00101547071, 3654.010629829927, 254.64678416968871, 254.6467841696887
45, 3274.0802792052345, 912.5657371021405, 626.4383248601441, 727.5271806815185
89, 1494.2009162965387, 383.16304005583356, 142.06073349544647, 142.06073349544644
74, 29733.958476967884, 4682.354695616808, 1101.8305951437992, 1101.8305951437992
51, 16931.030554431796, 2638.147061830461, 339.4789606475357, 339.4789606475357
6, 36549.973027088185, 4265.716188269265, 438.981043577712, 451.9620139820043
26, 3220.8561386852643, 927.646880268192, 482.0668930754597, 482.0668930754597
150, 220.60234170818333, 40.76690651126655, 32.3848370506138, 32.3848370506138
